idx,wn_id,labels,parent_wn_id,parent_labels,children_wn_ids,children_labels,depth,description,class_id,simplified,keras,coarse-grained
61,n06598915,"['message', 'content', 'subject_matter', 'substance']",n00033020,['communication'],"['n06628861', 'n06686736', 'n06394701', 'n06684383', 'n06506603', 'n06600684', 'n06786629', 'n06709533', 'n06714976', 'n06612266', 'n06650701', 'n06634376', 'n06722186', 'n06599655', 'n06601327', 'n06513624', 'n07221094', 'n06607339', 'n07164546', 'n06782019', 'n07247071', 'n07162194', 'n06634095', 'n06506757', 'n06513366', 'n06714552', 'n07247602', 'n07247803', 'n06722453', 'n06723452', 'n06599788', 'n07167578', 'n06776138']","[['acknowledgment', 'acknowledgement'], ['approval', 'commendation'], ['body'], ['commitment', 'dedication'], ['corker'], ['digression', 'aside', 'excursus', 'divagation', 'parenthesis'], ['direction', 'instruction'], ['disapproval'], ['disrespect', 'discourtesy'], ['drivel', 'garbage'], ['guidance', 'counsel', 'counseling', 'counselling', 'direction'], ['information', 'info'], ['interpolation', 'insertion'], ['latent_content'], ['meaning', 'significance', 'signification', 'import'], ['memorial'], ['narrative', 'narration', 'story', 'tale'], ['nonsense', 'bunk', 'nonsensicality', 'meaninglessness', 'hokum'], ['offer', 'offering'], ['opinion', 'view'], ['promotion', 'publicity', 'promotional_material', 'packaging'], ['proposal'], ['refusal'], ['reminder'], ['request', 'petition', 'postulation'], ['respects'], ['sensationalism'], ['shocker'], ['statement'], ['statement'], ['subject', 'topic', 'theme'], ['submission', 'entry'], ['wit', 'humor', 'humour', 'witticism', 'wittiness']]",3,what a communication that is about something is about,-1,,,
62,n09335240,"['land', 'ground', 'soil']",n00002684,"['object', 'physical_object']","['n09212572', 'n09227428', 'n09248399', 'n09260907', 'n09381880', 'n09390146', 'n09397001', 'n09405078', 'n09425344', 'n09463919', 'n09477890']","[['badlands'], ['bottomland', 'bottom'], ['coastland'], ['cultivated_land', 'farmland', 'plowland', 'ploughland', 'tilled_land', 'tillage', 'tilth'], ['overburden'], ['permafrost'], ['polder'], ['rangeland'], ['scablands'], ['turf', 'sod', 'sward', 'greensward'], ['wetland']]",3,material in the top layer of the surface of the earth in which plants can grow (especially with reference to its quality or use),-1,,,
63,n09358550,['moon'],n00002684,"['object', 'physical_object']",[],[],3,any object resembling a moon,-1,,,
64,n06873252,['visual_communication'],n00033020,['communication'],"['n06998748', 'n06876892', 'n06999802', 'n06879180', 'n06879766', 'n06876309', 'n07000195', 'n06999045', 'n06887599', 'n06277803', 'n06277992']","[['artwork', 'art', 'graphics', 'nontextual_matter'], ['body_language'], ['chart'], ['demonstration', 'demo'], ['eye_contact'], ['gesture', 'motion'], ['graph', 'graphical_record'], ['graphic_design'], ['projection'], ['video', 'picture'], ['video']]",3,communication that relies on vision,-1,,,
65,n04486445,"['triviality', 'trivia', 'trifle', 'small_beer']",n00002684,"['object', 'physical_object']",['n02774502'],"[['bagatelle', 'fluff', 'frippery', 'frivolity']]",3,something of small importance,-1,,,
66,n09334396,"['land', 'dry_land', 'earth', 'ground', 'solid_ground', 'terra_firma']",n00002684,"['object', 'physical_object']","['n09203827', 'n09217414', 'n09233715', 'n09248294', 'n09282208', 'n09283767', 'n09284015', 'n09316454', 'n09319604', 'n09335916', 'n09346120', 'n09367733', 'n09382099', 'n09388848', 'n09393605', 'n09437098', 'n09480699']","[['archipelago'], ['beachfront'], ['cape', 'ness'], ['coastal_plain'], ['floor'], ['foreland'], ['forest', 'woodland', 'timberland', 'timber'], ['island'], ['isthmus'], ['landmass', 'land_mass'], ['mainland'], ['neck'], ['oxbow'], ['peninsula'], ['plain', 'field', 'champaign'], ['slash'], ['wonderland']]",3,the solid part of the earth's surface,-1,,,
67,n06793231,['sign'],n00033020,['communication'],"['n06793426', 'n06794374', 'n06794110']","[['poster', 'posting', 'placard', 'notice', 'bill', 'card'], ['signpost', 'guidepost'], ['street_sign']]",3,a public display of a message,-1,,,
68,n04345288,['stuff'],n00002684,"['object', 'physical_object']","['n03218545', 'n03299261', 'n04355684']","[['doodad', 'doohickey', 'doojigger', 'gimmick', 'gizmo', 'gismo', 'gubbins', 'thingamabob', 'thingumabob', 'thingmabob', 'thingamajig', 'thingumajig', 'thingmajig', 'thingummy', 'whatchamacallit', 'whatchamacallum', 'whatsis', 'widget'], ['etcetera'], ['sundries']]",3,miscellaneous unspecified objects,-1,,,
69,n13403331,['document'],n00033020,['communication'],"['n13398241', 'n13379753', 'n13403520', 'n13403643']","[['debt_instrument', 'obligation', 'certificate_of_indebtedness'], ['letter_of_credit'], ['quittance'], ['record']]",3,a written account of ownership or obligation,-1,,,
70,n03892891,"['part', 'portion']",n00002684,"['object', 'physical_object']","['n02728763', 'n02845002', 'n02877865', 'n02915480', 'n02927399', 'n03081021', 'n03153681', 'n03375443', 'n03382533', 'n03385420', 'n03390207', 'n03511786', 'n03547658', 'n03596639', 'n03669094', 'n03814348', 'n03905053', 'n03932203', 'n04000867', 'n04162599', 'n04164989', 'n04183663', 'n04277980', 'n04444345', 'n04500866', 'n04515630', 'n04515729', 'n04606358']","[['appendage'], ['bit'], ['bottleneck'], ['bulb'], ['butt', 'stub'], ['component', 'constituent', 'element'], ['cutout'], ['foible'], ['fore_edge', 'foredge'], ['forte'], ['fraction'], ['heel'], ['hub'], ['jetsam'], ['limb'], ['neck'], ['peen'], ['piece'], ['pressing'], ['seat'], ['section', 'segment'], ['shank', 'waist'], ['spine', 'backbone'], ['toe'], ['turnout', 'widening'], ['upstage'], ['upstairs'], ['wreckage']]",3,something less than the whole of a human artifact,-1,,,
71,n09267490,['discard'],n00002684,"['object', 'physical_object']",[],[],3,anything that is cast aside or discarded,-1,,,
72,n07851054,['paring'],n00002684,"['object', 'physical_object']",[],[],3,(usually plural) a part of a fruit or vegetable that is pared or cut off; especially the skin or peel,-1,,,
73,n10461424,"['power', 'force']",n00007347,"['causal_agent', 'cause', 'causal_agency']","['n10461747', 'n10226556', 'n10462005']","[['influence'], ['juggernaut', 'steamroller'], ['Moloch']]",3,one possessing or exercising power or influence or authority,-1,,,
74,n11417561,['engine'],n00007347,"['causal_agent', 'cause', 'causal_agency']",[],[],3,something used to achieve a purpose,-1,,,
75,n09503877,"['supernatural', 'occult']",n00007347,"['causal_agent', 'cause', 'causal_agency']",[],[],3,supernatural forces and events and beings collectively,-1,,,
76,n14540564,"['cause_of_death', 'killer']",n00007347,"['causal_agent', 'cause', 'causal_agency']",[],[],3,the causal agent resulting in death,-1,,,
77,n03338648,['film'],n00002684,"['object', 'physical_object']","['n04157703', 'n04237654', 'n04254205']","[['scum'], ['slick'], ['soap_film']]",3,a thin coating or layer,-1,,,
78,n04616916,['character'],n00024264,['attribute'],['n04617106'],[['unit_character']],3,(genetics) an attribute (structural or functional) that is determined by a gene or group of genes,-1,,,
79,n05134353,['depth'],n00024264,['attribute'],[],[],3,"the attribute or quality of being deep, strong, or intense",-1,,,
80,n00024720,['state'],n00024264,['attribute'],"['n14006945', 'n13954253', 'n13920012', 'n13920835', 'n13920429', 'n13924069', 'n13980845', 'n14458593', 'n14006821', 'n13962498', 'n13939892', 'n14001348', 'n13972797', 'n13932213', 'n13968092', 'n14562960', 'n14315071', 'n00026192', 'n14033917', 'n13991823', 'n14458181', 'n13924196', 'n14569508', 'n14569337', 'n13980288', 'n13983147', 'n14425974', 'n14030820', 'n14462666', 'n14010148', 'n14460565', 'n13939734', 'n14270016', 'n14424780', 'n13920169', 'n14564165', 'n14004317', 'n14006179', 'n13926451', 'n14569683', 'n13959818', 'n14490110', 'n13945102', 'n14459185', 'n14458943', 'n13968547', 'n13920322', 'n14479488', 'n14578792', 'n14459422', 'n14569844', 'n14570330', 'n14570091', 'n14031108', 'n14479320', 'n13928388', 'n13928668', 'n14000403', 'n14564056', 'n14414294', 'n13927383', 'n05640433', 'n13945919', 'n14015731', 'n13928943', 'n14568762', 'n13968308', 'n14418395', 'n14580476', 'n13932045', 'n13939353']","[['action', 'activity', 'activeness'], ['being', 'beingness', 'existence'], ['cleavage'], ['condition', 'status'], ['condition'], ['conditionality'], ['conflict'], ['damnation', 'eternal_damnation'], ['dead_letter', 'non-issue'], ['death'], ['degree', 'level', 'stage', 'point'], ['dependence', 'dependance', 'dependency'], ['disorder'], ['dystopia'], ['employment', 'employ'], ['end', 'destruction', 'death'], ['enlargement'], ['feeling'], ['flux', 'state_of_flux'], ['freedom'], ['grace', 'saving_grace', 'state_of_grace'], ['ground_state'], ['heterozygosity'], ['homozygosity'], ['hostility', 'enmity', 'antagonism'], ['illumination'], ['immaturity', 'immatureness'], ['imminence', 'imminency', 'imminentness', 'impendence', 'impendency', 'forthcomingness'], ['imperfection', 'imperfectness'], ['inaction', 'inactivity', 'inactiveness'], ['integrity', 'unity', 'wholeness'], ['isomerism'], ['kalemia'], ['maturity', 'matureness'], ['medium'], ['merchantability'], ['motion'], ['motionlessness', 'stillness', 'lifelessness'], ['nationhood'], ['neotony'], ['nonbeing'], ['obligation'], ['office', 'power'], ['omnipotence'], ['omniscience'], ['order'], ['ornamentation'], ['ownership'], ['paternity'], ['perfection', 'flawlessness', 'ne_plus_ultra'], ['plurality'], ['polyvalence', 'polyvalency', 'multivalence', 'multivalency'], ['polyvalence', 'polyvalency'], ['readiness', 'preparedness', 'preparation'], ['receivership'], ['relationship'], ['relationship'], ['representation', 'delegacy', 'agency'], ['revocation', 'annulment'], ['separation'], ['situation', 'state_of_affairs'], ['skillfulness'], ['status', 'position'], ['temporary_state'], ['tribalism'], ['turgor'], ['unemployment'], ['union', 'unification'], ['utilization'], ['utopia'], ['wild', 'natural_state', 'state_of_nature']]",3,the way something is with respect to its main attributes,-1,,,
81,n15047849,['solute'],n00020827,['matter'],[],[],3,the dissolved matter in a solution; the component of a solution that changes its state,-1,,,
82,n01102436,['publication'],n00033020,['communication'],[],[],3,the communication of something to the public; making information generally known,-1,,,
83,n06791372,"['signal', 'signaling', 'sign']",n00033020,['communication'],"['n06803157', 'n06804097', 'n06796506', 'n06804199', 'n06804606', 'n06803636', 'n06795168', 'n06805128', 'n07263220', 'n06806318', 'n07262579', 'n07264820', 'n07264925', 'n06426111', 'n07264086', 'n06792645', 'n04063661', 'n06804988', 'n06792188', 'n06792364', 'n06806469', 'n06805665', 'n06792950', 'n06793091', 'n06873571', 'n06806098']","[['alarm', 'alert', 'warning_signal', 'alarum'], ['all_clear'], ['animal_communication'], ['bugle_call'], ['curfew'], ['distress_signal', 'distress_call'], ['dog-ear'], ['drumbeat'], ['electronic_signal'], ['high_sign'], ['indicator'], ['input_signal', 'input'], ['output_signal', 'output'], ['phone_number', 'telephone_number', 'number'], ['radio_beacon'], ['radio_beam', 'beam'], ['recording'], ['retreat'], ['starting_signal', 'start'], ['storm_signal'], ['symbol'], ['telegraphic_signal', 'radiotelegraphic_signal'], ['ticktack'], ['time_signal'], ['visual_signal'], ['whistle', 'whistling']]",3,any nonverbal action or gesture that encodes a message,-1,,,
84,n00003553,"['whole', 'unit']",n00002684,"['object', 'physical_object']","['n00021939', 'n02749953', 'n00003993', 'n03588414', 'n00004258', 'n00019128', 'n04353803']","[['artifact', 'artefact'], ['assembly'], ['congener'], ['item'], ['living_thing', 'animate_thing'], ['natural_object'], ['sum', 'total', 'totality', 'aggregate']]",3,an assemblage of parts that is regarded as a single entity,-1,,,
85,n04617562,['personality'],n00024264,['attribute'],"['n04619083', 'n04619420', 'n04618070', 'n04619596', 'n04619791', 'n04619946', 'n04618921']","[['anal_personality', 'anal_retentive_personality'], ['genital_personality'], ['identity', 'personal_identity', 'individuality'], ['narcissistic_personality'], ['obsessive-compulsive_personality'], ['oral_personality'], ['personableness']]",3,"the complex of all the attributes--behavioral, temperamental, emotional and mental--that characterize a unique individual",-1,,,
86,n04630689,"['cheerfulness', 'cheer', 'sunniness', 'sunshine']",n00024264,['attribute'],['n04631067'],"[['good-temperedness', 'good-humoredness', 'good-humouredness', 'good-naturedness']]",3,the quality of being cheerful and dispelling gloom,-1,,,
87,n03009633,"['charm', 'good_luck_charm']",n00002684,"['object', 'physical_object']","['n02706586', 'n03603958']","[['amulet', 'talisman'], ['juju', 'voodoo', 'hoodoo', 'fetish', 'fetich']]",3,something believed to bring good luck,-1,,,
88,n03149951,"['curio', 'curiosity', 'oddity', 'oddment', 'peculiarity', 'rarity']",n00002684,"['object', 'physical_object']","['n02897692', 'n03069213', 'n03069567']","[['bric-a-brac', 'knickknack', 'nicknack', 'knickknackery', 'whatnot'], ['collectible', 'collectable'], [""collector's_item"", 'showpiece', 'piece_de_resistance']]",3,something unusual -- perhaps worthy of collecting,-1,,,
89,n04723816,['quality'],n00024264,['attribute'],"['n05200169', 'n04802907', 'n04803209', 'n04727214', 'n04854893', 'n04673965', 'n04715818', 'n05154517', 'n04688246', 'n05144079', 'n05212362', 'n04753455', 'n04733640', 'n04737934', 'n04731497', 'n04701460', 'n04712405', 'n04766275', 'n04819026', 'n05165745', 'n04802198', 'n04759712', 'n04782878', 'n05165904', 'n04748836', 'n04709253', 'n05066867', 'n04806655', 'n04854976', 'n04705013', 'n05212493', 'n05209113', 'n04708113', 'n04812268', 'n04812636', 'n04799133', 'n04728786', 'n04819694', 'n04796490', 'n05098225', 'n04759428', 'n05022359', 'n04876985', 'n05209659', 'n04799344', 'n05147381', 'n05148186', 'n04764412', 'n05142180', 'n04937587', 'n04855138', 'n05210820', 'n04828925', 'n04726938', 'n05211044', 'n04855524', 'n04785669', 'n04761517', 'n04776299', 'n04850589', 'n04942516', 'n04719502', 'n05207130', 'n04804451', 'n04822223', 'n04802403', 'n04784142', 'n04815321', 'n04878861', 'n05209324', 'n04830102', 'n05210373', 'n05150588', 'n04770211', 'n04809784', 'n04784664', 'n04760771', 'n05215921', 'n04773351', 'n04846770', 'n04880573', 'n04799881', 'n04785908', 'n04726724', 'n04719661', 'n04719805', 'n05167618', 'n05167927', 'n04703424', 'n04794751', 'n05168063', 'n04800359', 'n04720024', 'n04872826', 'n04762633', 'n05211254', 'n04940730', 'n04720393', 'n04778630', 'n04808639', 'n05166805', 'n05190804', 'n05204637', 'n04756172', 'n04723622', 'n04720536', 'n05209822', 'n04767347', 'n05212609', 'n05212973', 'n05208422', 'n04732237', 'n04742535', 'n04792127', 'n04766059', 'n05214851', 'n04947888', 'n05210221', 'n04880273', 'n04720685', 'n05210534', 'n05112474', 'n05214121', 'n05112609', 'n04715487', 'n05211451', 'n05215257', 'n04728999', 'n04756887', 'n04855840', 'n04810865', 'n04787530', 'n04801168', 'n04779649', 'n04809089', 'n05213201', 'n04793355', 'n04721058', 'n04790449', 'n04816302', 'n05148699', 'n04789613', 'n05216240', 'n04789689', 'n05216102', 'n05138208', 'n05139561']","[['ability'], ['accuracy', 'truth'], ['accuracy'], ['air', 'aura', 'atmosphere'], ['amorality'], ['appearance', 'visual_aspect'], ['arability'], ['asset', 'plus'], ['attraction', 'attractiveness'], ['bad', 'badness'], ['brachycephaly', 'brachycephalism'], ['certainty', 'sure_thing', 'foregone_conclusion'], ['changeableness', 'changeability'], ['changelessness', 'unchangeability', 'unchangeableness', 'unchangingness'], ['characteristic'], ['clearness', 'clarity', 'uncloudedness'], ['combustibility', 'combustibleness', 'burnability'], ['complexity', 'complexness'], ['comprehensibility', 'understandability'], ['constructiveness'], ['correctness', 'rightness'], ['counterfactuality'], ['credibility', 'credibleness', 'believability'], ['destructiveness'], ['difference'], ['difficulty', 'difficultness'], ['directivity', 'directiveness'], ['distinction'], ['divinity'], ['divisibility'], ['dolichocephaly', 'dolichocephalism'], ['domesticity'], ['ease', 'easiness', 'simplicity', 'simpleness'], ['elegance'], ['elegance'], ['ethnicity'], ['excellence'], ['expressiveness'], ['extraordinariness'], ['extremeness'], ['factuality', 'factualness'], ['fibrosity', 'fibrousness'], ['fidelity', 'faithfulness'], ['finiteness', 'finitude', 'boundedness'], ['foreignness', 'strangeness', 'curiousness'], ['fruitfulness', 'fecundity'], ['fruitlessness', 'aridity', 'barrenness'], ['generality'], ['good', 'goodness'], ['hardness'], ['holiness', 'sanctity', 'sanctitude'], ['hot_stuff', 'voluptuousness'], ['humaneness'], ['humanness', 'humanity', 'manhood'], ['humor', 'humour'], ['ideality'], ['illogicality', 'illogicalness', 'illogic', 'inconsequence'], ['immateriality', 'incorporeality'], ['immobility'], ['immorality'], ['impenetrability', 'imperviousness'], ['impressiveness'], ['inability', 'unfitness'], ['inaccuracy'], ['incomprehensibility'], ['incorrectness', 'wrongness'], ['incredibility', 'incredibleness'], ['inelegance'], ['infidelity', 'unfaithfulness'], ['infiniteness', 'infinitude', 'unboundedness', 'boundlessness', 'limitlessness'], ['inhumaneness', 'inhumanity'], ['insolubility'], ['inutility', 'uselessness', 'unusefulness'], ['irregularity', 'unregularity'], ['lawfulness'], ['logicality', 'logicalness'], ['materiality', 'physicalness', 'corporeality', 'corporality'], ['memorability'], ['mobility'], ['morality'], ['naivete', 'naivety', 'naiveness'], ['nativeness'], ['naturalness'], ['nature'], ['navigability'], ['neediness'], ['negativity', 'negativeness', 'negativism'], ['occidentalism'], ['opacity', 'opaqueness'], ['ordinariness', 'mundaneness', 'mundanity'], ['orientalism'], ['originality'], ['painfulness', 'distressingness'], ['parental_quality'], ['particularity', 'specialness'], ['pathos', 'poignancy'], ['penetrability', 'perviousness'], ['piquancy', 'piquance', 'piquantness'], ['pleasantness', 'sweetness'], ['popularity'], ['positivity', 'positiveness', 'positivism'], ['power', 'powerfulness'], ['powerlessness', 'impotence', 'impotency'], ['probability'], ['protectiveness'], ['publicity'], ['quantifiability', 'measurability'], ['regularity'], ['relativity'], ['responsiveness'], ['romanticism', 'romance'], ['salability', 'salableness'], ['sameness'], ['satisfactoriness'], ['simplicity', 'simpleness'], ['snootiness'], ['soapiness'], ['solubility'], ['sophistication', 'worldliness', 'mundaneness', 'mundanity'], ['spinnability'], ['stuff'], ['stuffiness', 'closeness'], ['subjectivism'], ['sufficiency', 'adequacy'], ['suitability', 'suitableness'], ['tone'], ['ulteriority'], ['ultimate'], ['uncertainty', 'uncertainness', 'precariousness'], ['unholiness'], ['unlawfulness'], ['unnaturalness'], ['unoriginality'], ['unpleasantness'], ['unpopularity'], ['unresponsiveness', 'deadness'], ['unsatisfactoriness'], ['unsuitability', 'unsuitableness', 'ineptness'], ['unwholesomeness', 'morbidness', 'morbidity'], ['urbanity'], ['utility', 'usefulness'], ['virtu', 'vertu'], ['waxiness'], ['wholesomeness'], ['woodiness', 'woodsiness'], ['worth'], ['worthlessness', 'ineptitude']]",3,an essential and distinguishing attribute of something or someone; --Shakespeare,-1,,,
